"workerid","contextWithSuper","strength","trial_num","target","degree","leftResponse","adjective","super_category","form","names","context","rightResponse","contextWithSuperPronoun","response","condition","sub_category"
18," is sitting at a cafe watching people go by and sees a professional soccer player.",2,9," tall","height","Yes","tall","people","positive","Gary"," sees a professional soccer player.","No",NA,0,"context","soccer player"
18," is searching for things to watch online with their friend and finds a movie.",3,10,"long","time","Yes","long","things you watch online","positive","Michael"," finds a movie to watch online with their friend.","No",NA,1,"context","movie"
18," is sitting at a cafe watching people go by and sees a professional basketball player.",3,11," short","height","Yes","short","people","negative","Charles"," sees a professional basketball player.","No",NA,0,"context","basketball player"
18," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,12,"cheap","price","Yes","cheap","kitchen appliances","negative","David"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
18," is sitting at a cafe watching people go by and sees a professional gymnast.",1,13," short","height","Yes","short","people","negative","Melinda"," sees a professional gymnast.","No",NA,1,"context","gymnast"
18," is in the produce section of the supermarket and picks up a watermelon.",3,14,"light","weight","Yes","light","produce","negative","Josh"," picks up a watermelon.","No",NA,0,"context","watermelon"
18," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,15,"warm","temperature","Yes","warm","days of the year","positive","Lucas"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
19," is in the produce section of the supermarket and picks up a watermelon.",3,1,"light","weight","Yes","light","produce","negative","Mika"," picks up a watermelon.","No",NA,0,"context","watermelon"
19," is sitting at a cafe watching people go by and sees a professional basketball player.",3,2," short","height","Yes","short","people","negative","John"," sees a professional basketball player.","No",NA,0,"context","basketball player"
19," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,3,"cheap","price","Yes","cheap","kitchen appliances","negative","Robert"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
19," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,4,"warm","temperature","Yes","warm","days of the year","positive","Julia"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
19," is in the produce section of the supermarket and picks up a grape.",1,5,"light","weight","Yes","light","produce","negative","Tom"," picks up a grape.","No",NA,1,"context","grape"
19," is sitting at a cafe watching people go by and sees a professional soccer player.",2,6," tall","height","Yes","tall","people","positive","Simon"," sees a professional soccer player.","No",NA,0,"context","soccer player"
19," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,7,"expensive","price","Yes","expensive","kitchen appliances","positive","Greg"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
19," is searching for things to watch online with their friend and finds a music video.",2,8,"long","time","Yes","long","things you watch online","positive","Laura"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
19," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,9,"warm","temperature","Yes","warm","days of the year","positive","Cameron"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
19," is searching for things to watch online with their friend and finds a video of a cute animal.",1,10,"short","time","Yes","short","things you watch online","negative","Tanya"," finds a video of a cute animal to watch online with their friend.","No",NA,1,"context","video of the cute animal"
19," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," short","height","Yes","short","people","negative","Veronica"," sees a professional gymnast.","No",NA,1,"context","gymnast"
19," is in the produce section of the supermarket and picks up an apple.",2,12,"heavy","weight","Yes","heavy","produce","positive","Anthony"," picks up an apple.","No",NA,0,"context","apple"
19," is searching for things to watch online with their friend and finds a movie.",3,13,"long","time","Yes","long","things you watch online","positive","Sophie"," finds a movie to watch online with their friend.","No",NA,1,"context","movie"
19," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,14,"cold","temperature","Yes","cold","days of the year","negative","Stephanie"," lives in Maryland and steps outside in Winter.","No",NA,1,"context","day in Winter"
19," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,15,"expensive","price","Yes","expensive","kitchen appliances","positive","Jennifer"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
20," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,1,"cheap","price","Yes","cheap","kitchen appliances","negative","Tanya"," finds a toaster and looks at the price.","No",NA,1,"context","toaster"
20," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,2,"cold","temperature","Yes","cold","days of the year","negative","Kim"," lives in Maryland and steps outside in Summer.","No",NA,0,"context","day in Summer"
20," is searching for things to watch online with their friend and finds a video of a cute animal.",1,3,"long","time","Yes","long","things you watch online","positive","Eric"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
20," is in the produce section of the supermarket and picks up a watermelon.",3,4,"heavy","weight","Yes","heavy","produce","positive","Stephanie"," picks up a watermelon.","No",NA,1,"context","watermelon"
20," is searching for things to watch online with their friend and finds a music video.",2,5,"long","time","Yes","long","things you watch online","positive","Jasmine"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
20," is sitting at a cafe watching people go by and sees a professional gymnast.",1,6," tall","height","Yes","tall","people","positive","Alicia"," sees a professional gymnast.","No",NA,0,"context","gymnast"
20," is in the produce section of the supermarket and picks up a grape.",1,7,"heavy","weight","Yes","heavy","produce","positive","Lucas"," picks up a grape.","No",NA,0,"context","grape"
20," is sitting at a cafe watching people go by and sees a professional basketball player.",3,8," short","height","Yes","short","people","negative","Cameron"," sees a professional basketball player.","No",NA,0,"context","basketball player"
20," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,9,"cold","temperature","Yes","cold","days of the year","negative","Jennifer"," lives in Maryland and steps outside in Fall.","No",NA,1,"context","day in Fall"
20," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,10,"expensive","price","Yes","expensive","kitchen appliances","positive","Greg"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
20," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,11,"warm","temperature","Yes","warm","days of the year","positive","Mika"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
20," is sitting at a cafe watching people go by and sees a professional soccer player.",2,12," short","height","Yes","short","people","negative","Claire"," sees a professional soccer player.","No",NA,0,"context","soccer player"
20," is searching for things to watch online with their friend and finds a movie.",3,13,"short","time","Yes","short","things you watch online","negative","Tom"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
20," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,14,"cheap","price","Yes","cheap","kitchen appliances","negative","Natalia"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
20," is in the produce section of the supermarket and picks up an apple.",2,15,"light","weight","Yes","light","produce","negative","Robert"," picks up an apple.","No",NA,1,"context","apple"
21," is searching for things to watch online with their friend and finds a video of a cute animal.",1,1,"short","time","Yes","short","things you watch online","negative","Charles"," finds a video of a cute animal to watch online with their friend.","No",NA,1,"context","video of the cute animal"
21," is sitting at a cafe watching people go by and sees a professional gymnast.",1,2," short","height","Yes","short","people","negative","Robert"," sees a professional gymnast.","No",NA,1,"context","gymnast"
21," is in the produce section of the supermarket and picks up a grape.",1,3,"heavy","weight","Yes","heavy","produce","positive","Claire"," picks up a grape.","No",NA,0,"context","grape"
21," is sitting at a cafe watching people go by and sees a professional soccer player.",2,4," tall","height","Yes","tall","people","positive","Kim"," sees a professional soccer player.","No",NA,0,"context","soccer player"
21," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,5,"warm","temperature","Yes","warm","days of the year","positive","Jennifer"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
21," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,6,"expensive","price","Yes","expensive","kitchen appliances","positive","Angela"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
21," is searching for things to watch online with their friend and finds a music video.",2,7,"short","time","Yes","short","things you watch online","negative","Kathleen"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
21," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,8,"cheap","price","Yes","cheap","kitchen appliances","negative","Josh"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
21," is searching for things to watch online with their friend and finds a movie.",3,9,"long","time","Yes","long","things you watch online","positive","Eric"," finds a movie to watch online with their friend.","No",NA,1,"context","movie"
21," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,10,"warm","temperature","Yes","warm","days of the year","positive","Sophie"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
21," is in the produce section of the supermarket and picks up an apple.",2,11,"light","weight","Yes","light","produce","negative","Laura"," picks up an apple.","No",NA,0,"context","apple"
21," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,12,"cheap","price","Yes","cheap","kitchen appliances","negative","Greg"," finds a bottle opener and looks at the price.","No",NA,1,"context","bottle opener"
21," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,13,"cold","temperature","Yes","cold","days of the year","negative","Maya"," lives in Maryland and steps outside in Summer.","No",NA,0,"context","day in Summer"
21," is sitting at a cafe watching people go by and sees a professional basketball player.",3,14," tall","height","Yes","tall","people","positive","Jasmine"," sees a professional basketball player.","No",NA,1,"context","basketball player"
21," is in the produce section of the supermarket and picks up a watermelon.",3,15,"heavy","weight","Yes","heavy","produce","positive","Simon"," picks up a watermelon.","No",NA,1,"context","watermelon"
22," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,1,"warm","temperature","No","warm","days of the year","positive","Josh"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
22," is in the produce section of the supermarket and picks up a grape.",1,2,"heavy","weight","No","heavy","produce","positive","Julia"," picks up a grape.","Yes",NA,0,"context","grape"
22," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,3,"warm","temperature","No","warm","days of the year","positive","Stephen"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
22," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,4,"expensive","price","No","expensive","kitchen appliances","positive","Kathleen"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
22," is sitting at a cafe watching people go by and sees a professional gymnast.",1,5," short","height","No","short","people","negative","Charles"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
22," is searching for things to watch online with their friend and finds a music video.",2,6,"long","time","No","long","things you watch online","positive","Sophie"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
22," is sitting at a cafe watching people go by and sees a professional soccer player.",2,7," tall","height","No","tall","people","positive","Michelle"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
22," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,8,"expensive","price","No","expensive","kitchen appliances","positive","Laura"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
22," is searching for things to watch online with their friend and finds a movie.",3,9,"long","time","No","long","things you watch online","positive","Monica"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
22," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,10,"warm","temperature","No","warm","days of the year","positive","Alexander"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
22," is searching for things to watch online with their friend and finds a video of a cute animal.",1,11,"long","time","No","long","things you watch online","positive","Anthony"," finds a video of a cute animal to watch online with their friend.","Yes",NA,0,"context","video of the cute animal"
22," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,12,"cheap","price","No","cheap","kitchen appliances","negative","Lee"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
22," is in the produce section of the supermarket and picks up an apple.",2,13,"light","weight","No","light","produce","negative","Tom"," picks up an apple.","Yes",NA,1,"context","apple"
22," is sitting at a cafe watching people go by and sees a professional basketball player.",3,14," tall","height","No","tall","people","positive","Tanya"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
22," is in the produce section of the supermarket and picks up a watermelon.",3,15,"heavy","weight","No","heavy","produce","positive","John"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
23," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,1,"cheap","price","No","cheap","kitchen appliances","negative","William"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
23," is sitting at a cafe watching people go by and sees a professional gymnast.",1,2," tall","height","No","tall","people","positive","Melinda"," sees a professional gymnast.","Yes",NA,0,"context","gymnast"
23," is searching for things to watch online with their friend and finds a movie.",3,3,"long","time","No","long","things you watch online","positive","Tanya"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
23," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,4,"expensive","price","No","expensive","kitchen appliances","positive","Greg"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
23," is sitting at a cafe watching people go by and sees a professional soccer player.",2,5," short","height","No","short","people","negative","Mika"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
23," is searching for things to watch online with their friend and finds a video of a cute animal.",1,6,"short","time","No","short","things you watch online","negative","Robert"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
23," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,7,"warm","temperature","No","warm","days of the year","positive","Cameron"," lives in Maryland and steps outside in Summer.","Yes",NA,1,"context","day in Summer"
23," is in the produce section of the supermarket and picks up a watermelon.",3,8,"light","weight","No","light","produce","negative","Michelle"," picks up a watermelon.","Yes",NA,0,"context","watermelon"
23," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,9,"cold","temperature","No","cold","days of the year","negative","Daniel"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
23," is searching for things to watch online with their friend and finds a music video.",2,10,"short","time","No","short","things you watch online","negative","Kim"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
23," is in the produce section of the supermarket and picks up a grape.",1,11,"heavy","weight","No","heavy","produce","positive","Jennifer"," picks up a grape.","Yes",NA,0,"context","grape"
23," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,12,"expensive","price","No","expensive","kitchen appliances","positive","Alicia"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
23," is in the produce section of the supermarket and picks up an apple.",2,13,"heavy","weight","No","heavy","produce","positive","Sophie"," picks up an apple.","Yes",NA,0,"context","apple"
23," is sitting at a cafe watching people go by and sees a professional basketball player.",3,14," short","height","No","short","people","negative","Maya"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
23," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,15,"warm","temperature","No","warm","days of the year","positive","Alexander"," lives in Maryland and steps outside in Fall.","Yes",NA,0,"context","day in Fall"
24," is in the produce section of the supermarket and picks up a grape.",1,1,"light","weight","Yes","light","produce","negative","David"," picks up a grape.","No",NA,1,"context","grape"
24," is searching for things to watch online with their friend and finds a music video.",2,2,"long","time","Yes","long","things you watch online","positive","Jasmine"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
24," is sitting at a cafe watching people go by and sees a professional gymnast.",1,3," short","height","Yes","short","people","negative","Veronica"," sees a professional gymnast.","No",NA,1,"context","gymnast"
24," is searching for things to watch online with their friend and finds a video of a cute animal.",1,4,"long","time","Yes","long","things you watch online","positive","Stephen"," finds a video of a cute animal to watch online with their friend.","No",NA,0,"context","video of the cute animal"
24," is sitting at a cafe watching people go by and sees a professional basketball player.",3,5," tall","height","Yes","tall","people","positive","Melinda"," sees a professional basketball player.","No",NA,1,"context","basketball player"
24," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,6,"expensive","price","Yes","expensive","kitchen appliances","positive","Anthony"," finds a dishwasher and looks at the price.","No",NA,1,"context","dishwasher"
24," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,7,"warm","temperature","Yes","warm","days of the year","positive","Simon"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
24," is in the produce section of the supermarket and picks up an apple.",2,8,"heavy","weight","Yes","heavy","produce","positive","Michelle"," picks up an apple.","No",NA,0,"context","apple"
24," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,9,"warm","temperature","Yes","warm","days of the year","positive","Greg"," lives in Maryland and steps outside in Winter.","No",NA,0,"context","day in Winter"
24," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,10,"expensive","price","Yes","expensive","kitchen appliances","positive","Natalia"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
24," is in the produce section of the supermarket and picks up a watermelon.",3,11,"light","weight","Yes","light","produce","negative","Gary"," picks up a watermelon.","No",NA,0,"context","watermelon"
24," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,12,"cold","temperature","Yes","cold","days of the year","negative","Jennifer"," lives in Maryland and steps outside in Fall.","No",NA,1,"context","day in Fall"
24," is searching for things to watch online with their friend and finds a movie.",3,13,"short","time","Yes","short","things you watch online","negative","Tom"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
24," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,14,"expensive","price","Yes","expensive","kitchen appliances","positive","Maya"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
24," is sitting at a cafe watching people go by and sees a professional soccer player.",2,15," short","height","Yes","short","people","negative","Angela"," sees a professional soccer player.","No",NA,0,"context","soccer player"
25," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,1,"cheap","price","No","cheap","kitchen appliances","negative","Michelle"," finds a bottle opener and looks at the price.","Yes",NA,1,"context","bottle opener"
25," is searching for things to watch online with their friend and finds a music video.",2,2,"long","time","No","long","things you watch online","positive","Kathleen"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
25," is sitting at a cafe watching people go by and sees a professional soccer player.",2,3," tall","height","No","tall","people","positive","Charles"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
25," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,4,"cheap","price","No","cheap","kitchen appliances","negative","Gary"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
25," is in the produce section of the supermarket and picks up an apple.",2,5,"light","weight","No","light","produce","negative","Eric"," picks up an apple.","Yes",NA,0,"context","apple"
25," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,6,"cold","temperature","No","cold","days of the year","negative","Tom"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
25," is in the produce section of the supermarket and picks up a watermelon.",3,7,"heavy","weight","No","heavy","produce","positive","Alicia"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
25," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,8,"cold","temperature","No","cold","days of the year","negative","Angela"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
25," is in the produce section of the supermarket and picks up a grape.",1,9,"heavy","weight","No","heavy","produce","positive","Josh"," picks up a grape.","Yes",NA,0,"context","grape"
25," is searching for things to watch online with their friend and finds a video of a cute animal.",1,10,"short","time","No","short","things you watch online","negative","Gabriel"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
25," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," short","height","No","short","people","negative","Alexander"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
25," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,12,"expensive","price","No","expensive","kitchen appliances","positive","Cameron"," finds a dishwasher and looks at the price.","Yes",NA,1,"context","dishwasher"
25," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,13,"cold","temperature","No","cold","days of the year","negative","John"," lives in Maryland and steps outside in Winter.","Yes",NA,1,"context","day in Winter"
25," is sitting at a cafe watching people go by and sees a professional basketball player.",3,14," tall","height","No","tall","people","positive","Daniel"," sees a professional basketball player.","Yes",NA,1,"context","basketball player"
25," is searching for things to watch online with their friend and finds a movie.",3,15,"short","time","No","short","things you watch online","negative","Tanya"," finds a movie to watch online with their friend.","Yes",NA,0,"context","movie"
26," is sitting at a cafe watching people go by and sees a professional soccer player.",2,1," short","height","Yes","short","people","negative","Simon"," sees a professional soccer player.","No",NA,0,"context","soccer player"
26," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,2,"expensive","price","Yes","expensive","kitchen appliances","positive","Charles"," finds a dishwasher and looks at the price.","No",NA,1,"context","dishwasher"
26," is sitting at a cafe watching people go by and sees a professional gymnast.",1,3," tall","height","Yes","tall","people","positive","Lucas"," sees a professional gymnast.","No",NA,0,"context","gymnast"
26," is in the produce section of the supermarket and picks up an apple.",2,4,"heavy","weight","Yes","heavy","produce","positive","Laura"," picks up an apple.","No",NA,0,"context","apple"
26," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,5,"expensive","price","Yes","expensive","kitchen appliances","positive","Jennifer"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
26," is searching for things to watch online with their friend and finds a video of a cute animal.",1,6,"short","time","Yes","short","things you watch online","negative","William"," finds a video of a cute animal to watch online with their friend.","No",NA,1,"context","video of the cute animal"
26," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,7,"cold","temperature","Yes","cold","days of the year","negative","Tanya"," lives in Maryland and steps outside in Summer.","No",NA,0,"context","day in Summer"
26," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,8,"expensive","price","Yes","expensive","kitchen appliances","positive","Michelle"," finds a toaster and looks at the price.","No",NA,0,"context","toaster"
26," is in the produce section of the supermarket and picks up a watermelon.",3,9,"light","weight","Yes","light","produce","negative","Julia"," picks up a watermelon.","No",NA,0,"context","watermelon"
26," is sitting at a cafe watching people go by and sees a professional basketball player.",3,10," short","height","Yes","short","people","negative","Alicia"," sees a professional basketball player.","No",NA,0,"context","basketball player"
26," is searching for things to watch online with their friend and finds a music video.",2,11,"short","time","Yes","short","things you watch online","negative","Daniel"," finds a music video to watch online with their friend.","No",NA,0,"context","music video"
26," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,12,"warm","temperature","Yes","warm","days of the year","positive","Sophie"," lives in Maryland and steps outside in Fall.","No",NA,0,"context","day in Fall"
26," is in the produce section of the supermarket and picks up a grape.",1,13,"light","weight","Yes","light","produce","negative","Robert"," picks up a grape.","No",NA,1,"context","grape"
26," is searching for things to watch online with their friend and finds a movie.",3,14,"short","time","Yes","short","things you watch online","negative","Kim"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
26," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,15,"cold","temperature","Yes","cold","days of the year","negative","David"," lives in Maryland and steps outside in Winter.","No",NA,1,"context","day in Winter"
27," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,1,"cheap","price","No","cheap","kitchen appliances","negative","Julia"," finds a dishwasher and looks at the price.","Yes",NA,0,"context","dishwasher"
27," is sitting at a cafe watching people go by and sees a professional basketball player.",3,2," short","height","No","short","people","negative","Stephanie"," sees a professional basketball player.","Yes",NA,0,"context","basketball player"
27," is in the produce section of the supermarket and picks up a watermelon.",3,3,"heavy","weight","No","heavy","produce","positive","Melinda"," picks up a watermelon.","Yes",NA,1,"context","watermelon"
27," is searching for things to watch online with their friend and finds a movie.",3,4,"long","time","No","long","things you watch online","positive","Tom"," finds a movie to watch online with their friend.","Yes",NA,1,"context","movie"
27," is sitting at a cafe watching people go by and sees a professional soccer player.",2,5," tall","height","No","tall","people","positive","Alicia"," sees a professional soccer player.","Yes",NA,0,"context","soccer player"
27," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.",1,6,"warm","temperature","No","warm","days of the year","positive","Angela"," lives in Maryland and steps outside in Winter.","Yes",NA,0,"context","day in Winter"
27," is searching for things to watch online with their friend and finds a music video.",2,7,"long","time","No","long","things you watch online","positive","Jasmine"," finds a music video to watch online with their friend.","Yes",NA,0,"context","music video"
27," is in the produce section of the supermarket and picks up an apple.",2,8,"heavy","weight","No","heavy","produce","positive","Daniel"," picks up an apple.","Yes",NA,0,"context","apple"
27," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,9,"cold","temperature","No","cold","days of the year","negative","Alexander"," lives in Maryland and steps outside in Fall.","Yes",NA,1,"context","day in Fall"
27," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,10,"cheap","price","No","cheap","kitchen appliances","negative","Gabriel"," finds a toaster and looks at the price.","Yes",NA,1,"context","toaster"
27," is in the produce section of the supermarket and picks up a grape.",1,11,"heavy","weight","No","heavy","produce","positive","Michael"," picks up a grape.","Yes",NA,0,"context","grape"
27," is sitting at a cafe watching people go by and sees a professional gymnast.",1,12," short","height","No","short","people","negative","Jennifer"," sees a professional gymnast.","Yes",NA,1,"context","gymnast"
27," is searching for things to watch online with their friend and finds a video of a cute animal.",1,13,"short","time","No","short","things you watch online","negative","John"," finds a video of a cute animal to watch online with their friend.","Yes",NA,1,"context","video of the cute animal"
27," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,14,"expensive","price","No","expensive","kitchen appliances","positive","Monica"," finds a bottle opener and looks at the price.","Yes",NA,0,"context","bottle opener"
27," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,15,"cold","temperature","No","cold","days of the year","negative","Sophie"," lives in Maryland and steps outside in Summer.","Yes",NA,0,"context","day in Summer"
28," is searching for things to watch online with their friend and finds a music video.",2,1,"short","time","Yes","short","things you watch online","negative","Eric"," finds a music video to watch online with their friend.","No",NA,1,"context","music video"
28," is in the produce section of the supermarket and picks up an apple.",2,2,"light","weight","Yes","light","produce","negative","Kim"," picks up an apple.","No",NA,1,"context","apple"
28," is searching for things to watch online with their friend and finds a video of a cute animal.",1,3,"short","time","Yes","short","things you watch online","negative","Jennifer"," finds a video of a cute animal to watch online with their friend.","No",NA,1,"context","video of the cute animal"
28," is sitting at a cafe watching people go by and sees a professional basketball player.",3,4," short","height","Yes","short","people","negative","Gabriel"," sees a professional basketball player.","No",NA,0,"context","basketball player"
28," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.",2,5,"cold","temperature","Yes","cold","days of the year","negative","Greg"," lives in Maryland and steps outside in Fall.","No",NA,1,"context","day in Fall"
28," is searching for things to watch online with their friend and finds a movie.",3,6,"long","time","Yes","long","things you watch online","positive","Kathleen"," finds a movie to watch online with their friend.","No",NA,0,"context","movie"
28," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.",1,7,"expensive","price","Yes","expensive","kitchen appliances","positive","Julia"," finds a bottle opener and looks at the price.","No",NA,0,"context","bottle opener"
28," is in the produce section of the supermarket and picks up a watermelon.",3,8,"heavy","weight","Yes","heavy","produce","positive","Kim"," picks up a watermelon.","No",NA,1,"context","watermelon"
28," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.",3,9,"warm","temperature","Yes","warm","days of the year","positive","Gary"," lives in Maryland and steps outside in Summer.","No",NA,1,"context","day in Summer"
28," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.",3,10,"cheap","price","Yes","cheap","kitchen appliances","negative","Angela"," finds a dishwasher and looks at the price.","No",NA,0,"context","dishwasher"
28," is sitting at a cafe watching people go by and sees a professional gymnast.",1,11," tall","height","Yes","tall","people","positive","Lee"," sees a professional gymnast.","No",NA,0,"context","gymnast"
28," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.",2,12,"cheap","price","Yes","cheap","kitchen appliances","negative","Robert"," finds a toaster and looks at the price.","No",NA,1,"context","toaster"
28," is sitting at a cafe watching people go by and sees a professional soccer player.",2,13," short","height","Yes","short","people","negative","Claire"," sees a professional soccer player.","No",NA,0,"context","soccer player"
